Label_names,Label_indices,Occurences
snowsuit,2431,"('snowsuit', 11)"
mitt,2453,"('mitt', 11)"
farmers market,2465,"('farmers market', 11)"
under table,2490,"('under table', 11)"
fanta,2502,"('fanta', 11)"
babies,2559,"('babies', 11)"
shop,1980,"('shop', 11)"
burgers,2597,"('burgers', 11)"
surfers,2825,"('surfers', 11)"
wide,2648,"('wide', 11)"
star wars,3037,"('star wars', 11)"
zipper,2696,"('zipper', 11)"
spiral,2709,"('spiral', 11)"
steamed,712,"('steamed', 11)"
11:05,2730,"('11:05', 11)"
model,2738,"('model', 11)"
csx,2749,"('csx', 11)"
mosaic,2762,"('mosaic', 11)"
suits,1750,"('suits', 11)"
plunger,2776,"('plunger', 11)"
in basket,2780,"('in basket', 11)"
married,2783,"('married', 11)"
bottom left,2785,"('bottom left', 11)"
y,2795,"('y', 11)"
formica,3044,"('formica', 11)"
not high,2863,"('not high', 11)"
kitchenaid,2866,"('kitchenaid', 11)"
each other,2881,"('each other', 11)"
i,2971,"('i', 11)"
8:55,2930,"('8:55', 11)"
heinz,2950,"('heinz', 11)"
triumph,2954,"('triumph', 11)"
spices,1536,"('spices', 11)"
michigan,2993,"('michigan', 11)"
sofa,1824,"('sofa', 11)"
whirlpool,3104,"('whirlpool', 11)"
selling,3087,"('selling', 11)"
us air force,3078,"('us air force', 11)"
99,3091,"('99', 11)"
woodpecker,3124,"('woodpecker', 11)"
cosmo,3116,"('cosmo', 11)"
very big,26,"('very big', 10)"
2:30,2092,"('2:30', 10)"
mets,326,"('mets', 10)"
parrots,481,"('parrots', 10)"
years,3048,"('years', 10)"
upright,2460,"('upright', 10)"
stomach,2977,"('stomach', 10)"
lobster,771,"('lobster', 10)"
domestic,887,"('domestic', 10)"
lacoste,901,"('lacoste', 10)"
6:30,3119,"('6:30', 10)"
50 feet,2157,"('50 feet', 10)"
to catch ball,1644,"('to catch ball', 10)"
sauerkraut,1046,"('sauerkraut', 10)"
printer,1054,"('printer', 10)"
competition,3111,"('competition', 10)"
facebook,1069,"('facebook', 10)"
7:55,3082,"('7:55', 10)"
first base,1893,"('first base', 10)"
in her hand,2963,"('in her hand', 10)"
gym,1109,"('gym', 10)"
not there,1139,"('not there', 10)"
herself,1173,"('herself', 10)"
dome,1185,"('dome', 10)"
asleep,1212,"('asleep', 10)"
main st,1226,"('main st', 10)"
long time,1233,"('long time', 10)"
napkins,1246,"('napkins', 10)"
broom,1248,"('broom', 10)"
fishing boat,2062,"('fishing boat', 10)"
western,2668,"('western', 10)"
bnsf,1338,"('bnsf', 10)"
charging,1393,"('charging', 10)"
bald,1394,"('bald', 10)"
carnations,2906,"('carnations', 10)"
10:25,2048,"('10:25', 10)"
5:50,2692,"('5:50', 10)"
blending,1462,"('blending', 10)"
shirt and tie,1475,"('shirt and tie', 10)"
brewers,1482,"('brewers', 10)"
garlic,1514,"('garlic', 10)"
12:45,2245,"('12:45', 10)"
2:40,1544,"('2:40', 10)"
mississippi,2828,"('mississippi', 10)"
j,1562,"('j', 10)"
nikon,1595,"('nikon', 10)"
clams,1611,"('clams', 10)"
cameraman,2380,"('cameraman', 10)"
eiffel tower,1695,"('eiffel tower', 10)"
button up,1735,"('button up', 10)"
bunny,1762,"('bunny', 10)"
at&t,1780,"('at&t', 10)"
marshmallows,1782,"('marshmallows', 10)"
caramel,1783,"('caramel', 10)"
on motorcycle,1788,"('on motorcycle', 10)"
4:45,1805,"('4:45', 10)"
59,3055,"('59', 10)"
mirrors,1872,"('mirrors', 10)"
arrows,1880,"('arrows', 10)"
on beach,1192,"('on beach', 10)"
ambulance,1918,"('ambulance', 10)"
telling time,1944,"('telling time', 10)"
under sink,1963,"('under sink', 10)"
puppy,1968,"('puppy', 10)"
birthday cake,1983,"('birthday cake', 10)"
6:45,2055,"('6:45', 10)"
on phone,2631,"('on phone', 10)"
6:25,2113,"('6:25', 10)"
national express,2162,"('national express', 10)"
tropicana,2187,"('tropicana', 10)"
on tray,2203,"('on tray', 10)"
huge,2205,"('huge', 10)"
no clock,2218,"('no clock', 10)"
dairy,2260,"('dairy', 10)"
throw ball,2285,"('throw ball', 10)"
plastic wrap,2290,"('plastic wrap', 10)"
3rd,1516,"('3rd', 10)"
easy,2488,"('easy', 10)"
dawn,2638,"('dawn', 10)"
someone,702,"('someone', 10)"
telephone,2374,"('telephone', 10)"
polar bears,2412,"('polar bears', 10)"
lift,2414,"('lift', 10)"
12:20,2754,"('12:20', 10)"
room,2455,"('room', 10)"
drums,2485,"('drums', 10)"
half full,2503,"('half full', 10)"
mailbox,2510,"('mailbox', 10)"
sidecar,2512,"('sidecar', 10)"
junk,2520,"('junk', 10)"
cooler,2537,"('cooler', 10)"
sony ericsson,2548,"('sony ericsson', 10)"
fire extinguisher,2555,"('fire extinguisher', 10)"
dairy queen,2572,"('dairy queen', 10)"
bus station,2842,"('bus station', 10)"
deli,2598,"('deli', 10)"
squirrel,2632,"('squirrel', 10)"
plow,2707,"('plow', 10)"
snake,2720,"('snake', 10)"
sleeve,2727,"('sleeve', 10)"
triangles,3039,"('triangles', 10)"
hammock,2739,"('hammock', 10)"
sheet,2741,"('sheet', 10)"
lego,2751,"('lego', 10)"
fighter,2769,"('fighter', 10)"
crates,2774,"('crates', 10)"
descending,2907,"('descending', 10)"
commuter,2809,"('commuter', 10)"
spider,2816,"('spider', 10)"
sheepdog,2870,"('sheepdog', 10)"
porch,2851,"('porch', 10)"
10:50,2880,"('10:50', 10)"
rottweiler,2884,"('rottweiler', 10)"
stop light,2887,"('stop light', 10)"
shelter,2924,"('shelter', 10)"
outfield,2941,"('outfield', 10)"
anniversary,2913,"('anniversary', 10)"
broccoli and carrots,3093,"('broccoli and carrots', 10)"
4:40,2982,"('4:40', 10)"
doughnuts,2471,"('doughnuts', 10)"
10:35,3103,"('10:35', 10)"
in cabbage town,3122,"('in cabbage town', 10)"
mayo,114,"('mayo', 9)"
sweet potato,115,"('sweet potato', 9)"
patterned,156,"('patterned', 9)"
penne,287,"('penne', 9)"
no train,478,"('no train', 9)"
ivory,520,"('ivory', 9)"
on track,525,"('on track', 9)"
meow,536,"('meow', 9)"
68,568,"('68', 9)"
black and silver,653,"('black and silver', 9)"
twins,692,"('twins', 9)"
beets,703,"('beets', 9)"
cuddling,804,"('cuddling', 9)"
now,876,"('now', 9)"
recliner,2760,"('recliner', 9)"
wildebeest,2556,"('wildebeest', 9)"
9:15,1728,"('9:15', 9)"
spots,1034,"('spots', 9)"
grassy,1059,"('grassy', 9)"
life vest,1099,"('life vest', 9)"
sydney,1138,"('sydney', 9)"
diet coke,1162,"('diet coke', 9)"
flats,1232,"('flats', 9)"
3 inches,1284,"('3 inches', 9)"
cessna,1027,"('cessna', 9)"
cigarettes,1365,"('cigarettes', 9)"
qantas,3100,"('qantas', 9)"
camper,1416,"('camper', 9)"
silverware,1418,"('silverware', 9)"
mariners,3089,"('mariners', 9)"
88,1439,"('88', 9)"
no grass,1574,"('no grass', 9)"
193,1604,"('193', 9)"
savory,2931,"('savory', 9)"
shopping cart,1685,"('shopping cart', 9)"
it's raining,1686,"(""it's raining"", 9)"
state farm,1705,"('state farm', 9)"
no water,2920,"('no water', 9)"
african american,266,"('african american', 9)"
6:40,3068,"('6:40', 9)"
coconut,1807,"('coconut', 9)"
give way,1848,"('give way', 9)"
on boat,2483,"('on boat', 9)"
dandelions,1863,"('dandelions', 9)"
motorbike,1876,"('motorbike', 9)"
by window,1917,"('by window', 9)"
acer,2350,"('acer', 9)"
bathing suit,1979,"('bathing suit', 9)"
onion rings,1981,"('onion rings', 9)"
email,1996,"('email', 9)"
double,2012,"('double', 9)"
wing,3003,"('wing', 9)"
ankle,2746,"('ankle', 9)"
15 feet,2105,"('15 feet', 9)"
earbuds,2106,"('earbuds', 9)"
more,2955,"('more', 9)"
rectangles,2131,"('rectangles', 9)"
bidet,2890,"('bidet', 9)"
tiled,2181,"('tiled', 9)"
prince,3057,"('prince', 9)"
gate,2192,"('gate', 9)"
lilac,2194,"('lilac', 9)"
exhaust,2201,"('exhaust', 9)"
omelet,2237,"('omelet', 9)"
puma,2943,"('puma', 9)"
little girl,2250,"('little girl', 9)"
ireland,2289,"('ireland', 9)"
windmill,2311,"('windmill', 9)"
cd,2335,"('cd', 9)"
tiara,2361,"('tiara', 9)"
students,2362,"('students', 9)"
deck,2154,"('deck', 9)"
3:45,2417,"('3:45', 9)"
buttons,2418,"('buttons', 9)"
behind clouds,1712,"('behind clouds', 9)"
winnie pooh,2427,"('winnie pooh', 9)"
muffins,2448,"('muffins', 9)"
man made,2677,"('man made', 9)"
condiments,2524,"('condiments', 9)"
000,3001,"('000', 9)"
2 people,2170,"('2 people', 9)"
stagecoach,2015,"('stagecoach', 9)"
philadelphia,2577,"('philadelphia', 9)"
learning,2987,"('learning', 9)"
pelicans,2661,"('pelicans', 9)"
not in service,2663,"('not in service', 9)"
copper,2690,"('copper', 9)"
7:05,2695,"('7:05', 9)"
pockets,3066,"('pockets', 9)"
angel,2753,"('angel', 9)"
egg salad,2758,"('egg salad', 9)"
6:05,3071,"('6:05', 9)"
elmo,2966,"('elmo', 9)"
slacks,2818,"('slacks', 9)"
scratching,2874,"('scratching', 9)"
briefcase,2784,"('briefcase', 9)"
8:50,2911,"('8:50', 9)"
kenmore,2919,"('kenmore', 9)"
baby's breath,2923,"(""baby's breath"", 9)"
ham and cheese,2928,"('ham and cheese', 9)"
cds,2938,"('cds', 9)"
mitsubishi,2939,"('mitsubishi', 9)"
parking meters,2944,"('parking meters', 9)"
bowls,3046,"('bowls', 9)"
mouthwash,2949,"('mouthwash', 9)"
on stove,2959,"('on stove', 9)"
beads,3115,"('beads', 9)"
cardinal,3010,"('cardinal', 9)"
pizza box,3018,"('pizza box', 9)"
ahead,3047,"('ahead', 9)"
cinnamon,3030,"('cinnamon', 9)"
new orleans,3032,"('new orleans', 9)"
grocery store,3094,"('grocery store', 9)"
cadillac,3056,"('cadillac', 9)"
bus driver,3084,"('bus driver', 9)"
backward,3114,"('backward', 9)"
jones,1704,"('jones', 9)"
whipped cream,3108,"('whipped cream', 9)"
sas,3113,"('sas', 9)"
100 year party ct,3120,"('100 year party ct', 9)"
shingles,151,"('shingles', 8)"
laundry,159,"('laundry', 8)"
soldier,174,"('soldier', 8)"
swim,238,"('swim', 8)"
turtle,453,"('turtle', 8)"
black and orange,457,"('black and orange', 8)"
slippers,554,"('slippers', 8)"
dump,620,"('dump', 8)"
salt and pepper,882,"('salt and pepper', 8)"
trolley,888,"('trolley', 8)"
chevron,920,"('chevron', 8)"
opponent,3123,"('opponent', 8)"
dog and cat,1049,"('dog and cat', 8)"
am,1074,"('am', 8)"
alps,1084,"('alps', 8)"
corgi,1123,"('corgi', 8)"
gray and red,1178,"('gray and red', 8)"
using laptop,1194,"('using laptop', 8)"
tater tots,2221,"('tater tots', 8)"
coffee pot,2073,"('coffee pot', 8)"
pink and black,1309,"('pink and black', 8)"
verizon,1329,"('verizon', 8)"
hollywood,3112,"('hollywood', 8)"
behind bus,1379,"('behind bus', 8)"
organic,1388,"('organic', 8)"
61,1392,"('61', 8)"
man in middle,3083,"('man in middle', 8)"
heavy,2238,"('heavy', 8)"
2:55,1472,"('2:55', 8)"
skyscraper,1524,"('skyscraper', 8)"
linoleum,1551,"('linoleum', 8)"
water ski,2353,"('water ski', 8)"
lemonade,1617,"('lemonade', 8)"
boot,1649,"('boot', 8)"
on horse,1650,"('on horse', 8)"
cell,1660,"('cell', 8)"
flamingo,1765,"('flamingo', 8)"
storm,1914,"('storm', 8)"
playstation,1853,"('playstation', 8)"
not likely,1855,"('not likely', 8)"
fans,2609,"('fans', 8)"
me,1440,"('me', 8)"
cocker spaniel,1941,"('cocker spaniel', 8)"
silver and black,1956,"('silver and black', 8)"
black and pink,2830,"('black and pink', 8)"
11:15,2020,"('11:15', 8)"
12:10,2036,"('12:10', 8)"
9:35,2077,"('9:35', 8)"
balcony,2135,"('balcony', 8)"
best buy,2140,"('best buy', 8)"
toiletries,2466,"('toiletries', 8)"
soldiers,2169,"('soldiers', 8)"
cnn,2800,"('cnn', 8)"
hauling,2202,"('hauling', 8)"
4:55,2230,"('4:55', 8)"
hexagon,2241,"('hexagon', 8)"
2 men,2254,"('2 men', 8)"
pearl,2407,"('pearl', 8)"
thoroughbred,2268,"('thoroughbred', 8)"
parakeet,2269,"('parakeet', 8)"
blue and orange,2298,"('blue and orange', 8)"
tents,2326,"('tents', 8)"
pancake,2337,"('pancake', 8)"
nasa,2365,"('nasa', 8)"
on rock,2400,"('on rock', 8)"
fluffy,2401,"('fluffy', 8)"
in motion,2423,"('in motion', 8)"
swans,2436,"('swans', 8)"
urinals,2457,"('urinals', 8)"
soccer field,2468,"('soccer field', 8)"
poop,2513,"('poop', 8)"
champagne,2530,"('champagne', 8)"
taller,2536,"('taller', 8)"
space shuttle,2611,"('space shuttle', 8)"
yellow and orange,2617,"('yellow and orange', 8)"
tripod,2647,"('tripod', 8)"
grilled cheese,2857,"('grilled cheese', 8)"
planter,2651,"('planter', 8)"
opaque,2656,"('opaque', 8)"
1 inch,2146,"('1 inch', 8)"
1:25,2700,"('1:25', 8)"
parking garage,2671,"('parking garage', 8)"
blueberry,2673,"('blueberry', 8)"
countryside,2050,"('countryside', 8)"
coffee table,2586,"('coffee table', 8)"
vines,2717,"('vines', 8)"
hockey,2726,"('hockey', 8)"
antenna,2764,"('antenna', 8)"
sticks,3043,"('sticks', 8)"
farmers,2629,"('farmers', 8)"
11:50,2790,"('11:50', 8)"
current,2975,"('current', 8)"
carrot cake,2823,"('carrot cake', 8)"
giraffe and zebra,2826,"('giraffe and zebra', 8)"
remodeling,2850,"('remodeling', 8)"
watermark,3016,"('watermark', 8)"
green and brown,2999,"('green and brown', 8)"
pencil,2988,"('pencil', 8)"
long sleeve,2869,"('long sleeve', 8)"
kodak,3005,"('kodak', 8)"
thailand,1181,"('thailand', 8)"
alcohol,2329,"('alcohol', 8)"
american airlines,3004,"('american airlines', 8)"
ginger,2983,"('ginger', 8)"
father,2912,"('father', 8)"
very long,2915,"('very long', 8)"
fires,2935,"('fires', 8)"
swinging bat,3015,"('swinging bat', 8)"
wine bottle,2947,"('wine bottle', 8)"
ascending,2787,"('ascending', 8)"
1:40,3002,"('1:40', 8)"
skyscrapers,3014,"('skyscrapers', 8)"
in cup,3017,"('in cup', 8)"
wisconsin,3090,"('wisconsin', 8)"
10:45,3060,"('10:45', 8)"
coffee cup,3105,"('coffee cup', 8)"
dip,3081,"('dip', 8)"
red velvet,3098,"('red velvet', 8)"
grinding,2570,"('grinding', 8)"
6:20,560,"('6:20', 7)"
minnie mouse,602,"('minnie mouse', 7)"
parmesan,631,"('parmesan', 7)"
pull,826,"('pull', 7)"
firefighter,2137,"('firefighter', 7)"
mantle,1023,"('mantle', 7)"
bagels,1047,"('bagels', 7)"
shampoo,1083,"('shampoo', 7)"
mane,1087,"('mane', 7)"
windowsill,1122,"('windowsill', 7)"
close up,2796,"('close up', 7)"
72,2812,"('72', 7)"
9:55,1214,"('9:55', 7)"
for balance,498,"('for balance', 7)"
audi,1920,"('audi', 7)"
to dry,467,"('to dry', 7)"
shorter,1318,"('shorter', 7)"
on suitcase,1334,"('on suitcase', 7)"
bending,1356,"('bending', 7)"
schnauzer,1387,"('schnauzer', 7)"
congratulations,1414,"('congratulations', 7)"
on bike,1466,"('on bike', 7)"
brushing his teeth,1512,"('brushing his teeth', 7)"
on elephant,1541,"('on elephant', 7)"
toasted,1566,"('toasted', 7)"
to catch frisbee,1571,"('to catch frisbee', 7)"
sprint,1573,"('sprint', 7)"
snowing,1586,"('snowing', 7)"
in suitcase,1593,"('in suitcase', 7)"
illinois,1620,"('illinois', 7)"
arizona,2792,"('arizona', 7)"
silver and red,2770,"('silver and red', 7)"
12:35,1651,"('12:35', 7)"
cute,2420,"('cute', 7)"
riding elephant,1826,"('riding elephant', 7)"
neon,1833,"('neon', 7)"
no shirt,3051,"('no shirt', 7)"
using computer,1912,"('using computer', 7)"
stew,1770,"('stew', 7)"
day time,705,"('day time', 7)"
thousands,1972,"('thousands', 7)"
pooping,2116,"('pooping', 7)"
on his face,2473,"('on his face', 7)"
at table,2063,"('at table', 7)"
picnic table,2101,"('picnic table', 7)"
limes,3079,"('limes', 7)"
white house,2163,"('white house', 7)"
zig zag,2213,"('zig zag', 7)"
gazebo,2618,"('gazebo', 7)"
magnet,2225,"('magnet', 7)"
dc,2301,"('dc', 7)"
listening to music,2339,"('listening to music', 7)"
lotion,2699,"('lotion', 7)"
easyjet,2406,"('easyjet', 7)"
bunt,2408,"('bunt', 7)"
pans,2425,"('pans', 7)"
to get to other side,2434,"('to get to other side', 7)"
very fast,2437,"('very fast', 7)"
swirls,2447,"('swirls', 7)"
4:05,2449,"('4:05', 7)"
classic,2908,"('classic', 7)"
banana peel,2469,"('banana peel', 7)"
conference room,3064,"('conference room', 7)"
blue and pink,2566,"('blue and pink', 7)"
collage,2581,"('collage', 7)"
potato salad,2591,"('potato salad', 7)"
kicking,2599,"('kicking', 7)"
vehicles,2602,"('vehicles', 7)"
indians,2933,"('indians', 7)"
8:35,2803,"('8:35', 7)"
tree branch,2689,"('tree branch', 7)"
tuxedo,2725,"('tuxedo', 7)"
watch tv,2978,"('watch tv', 7)"
racquet,2755,"('racquet', 7)"
oar,2085,"('oar', 7)"
on water,2590,"('on water', 7)"
snowflakes,2886,"('snowflakes', 7)"
compaq,2731,"('compaq', 7)"
tv stand,2893,"('tv stand', 7)"
washington monument,2927,"('washington monument', 7)"
tell time,2940,"('tell time', 7)"
cranes,2945,"('cranes', 7)"
5:10,2980,"('5:10', 7)"
food processor,2990,"('food processor', 7)"
mural,3006,"('mural', 7)"
behind bench,3009,"('behind bench', 7)"
stork,2779,"('stork', 7)"
paved,3013,"('paved', 7)"
goal,3021,"('goal', 7)"
enclosure,3034,"('enclosure', 7)"
bride,3035,"('bride', 7)"
tugboat,3053,"('tugboat', 7)"
silk,3063,"('silk', 7)"
bikers,3077,"('bikers', 7)"
ring finger,659,"('ring finger', 6)"
5:30,2986,"('5:30', 6)"
moped,733,"('moped', 6)"
checkers,855,"('checkers', 6)"
frosted,1095,"('frosted', 6)"
4th of july,1114,"('4th of july', 6)"
holding baby,1251,"('holding baby', 6)"
playing video games,2772,"('playing video games', 6)"
oregon,1386,"('oregon', 6)"
can't see it,2438,"(""can't see it"", 6)"
males,1442,"('males', 6)"
standing still,1488,"('standing still', 6)"
wakeboard,1591,"('wakeboard', 6)"
parachute,511,"('parachute', 6)"
rv,2833,"('rv', 6)"
donut shop,1747,"('donut shop', 6)"
left 1,597,"('left 1', 6)"
cruise ship,1772,"('cruise ship', 6)"
ny,1775,"('ny', 6)"
younger,1778,"('younger', 6)"
salon,1786,"('salon', 6)"
chrome,1793,"('chrome', 6)"
on pizza,1860,"('on pizza', 6)"
toothpicks,1901,"('toothpicks', 6)"
on tree,1934,"('on tree', 6)"
in stands,1969,"('in stands', 6)"
style,1986,"('style', 6)"
photoshop,2226,"('photoshop', 6)"
qatar,2212,"('qatar', 6)"
parmesan cheese,2255,"('parmesan cheese', 6)"
freezer,2257,"('freezer', 6)"
venice,2259,"('venice', 6)"
vests,2342,"('vests', 6)"
red and silver,1632,"('red and silver', 6)"
st patrick's day,2443,"(""st patrick's day"", 6)"
on rack,1989,"('on rack', 6)"
12:50,2506,"('12:50', 6)"
bundt,2538,"('bundt', 6)"
monday,2539,"('monday', 6)"
toronto,1839,"('toronto', 6)"
7:10,2323,"('7:10', 6)"
banana split,2625,"('banana split', 6)"
wax paper,2633,"('wax paper', 6)"
defense,2639,"('defense', 6)"
train car,2676,"('train car', 6)"
stability,2678,"('stability', 6)"
high heels,2682,"('high heels', 6)"
pare,2683,"('pare', 6)"
checkerboard,2684,"('checkerboard', 6)"
girl on right,2703,"('girl on right', 6)"
jet ski,2708,"('jet ski', 6)"
flashlight,2712,"('flashlight', 6)"
in street,962,"('in street', 6)"
dim,2735,"('dim', 6)"
boardwalk,2743,"('boardwalk', 6)"
behind woman,2756,"('behind woman', 6)"
before,2763,"('before', 6)"
30 mph,2786,"('30 mph', 6)"
under tree,2716,"('under tree', 6)"
amazon,2844,"('amazon', 6)"
cylinder,2856,"('cylinder', 6)"
dreadlocks,2865,"('dreadlocks', 6)"
alligator,2877,"('alligator', 6)"
slope,2649,"('slope', 6)"
bronze,2896,"('bronze', 6)"
easton,2901,"('easton', 6)"
suspenders,2909,"('suspenders', 6)"
buoys,3065,"('buoys', 6)"
8:05,2921,"('8:05', 6)"
5 ft,531,"('5 ft', 6)"
to hit ball,2962,"('to hit ball', 6)"
single engine,2957,"('single engine', 6)"
htc,2973,"('htc', 6)"
sesame seeds,2090,"('sesame seeds', 6)"
crows,2996,"('crows', 6)"
distance,2951,"('distance', 6)"
on dresser,3036,"('on dresser', 6)"
statues,3042,"('statues', 6)"
comforter,2801,"('comforter', 6)"
korean air,3102,"('korean air', 6)"
jal,3118,"('jal', 6)"
ferris wheel,710,"('ferris wheel', 5)"
mack,730,"('mack', 5)"
lighter,1354,"('lighter', 5)"
riding bikes,1483,"('riding bikes', 5)"
brushing her teeth,1526,"('brushing her teeth', 5)"
9:12,3107,"('9:12', 5)"
in sink,2274,"('in sink', 5)"
cast iron,1957,"('cast iron', 5)"
20 ft,2089,"('20 ft', 5)"
stucco,2093,"('stucco', 5)"
public market center,2142,"('public market center', 5)"
baseball uniform,2180,"('baseball uniform', 5)"
dog food,2296,"('dog food', 5)"
wall st,2351,"('wall st', 5)"
stir fry,2644,"('stir fry', 5)"
vaio,2393,"('vaio', 5)"
few,2552,"('few', 5)"
slide,2562,"('slide', 5)"
ski boots,2578,"('ski boots', 5)"
kangaroo,2637,"('kangaroo', 5)"
back left,2643,"('back left', 5)"
wheelie,2660,"('wheelie', 5)"
holding umbrella,2697,"('holding umbrella', 5)"
refrigerators,2777,"('refrigerators', 5)"
paw,2799,"('paw', 5)"
entering,2846,"('entering', 5)"
on shore,2873,"('on shore', 5)"
blt,2970,"('blt', 5)"
shower head,3023,"('shower head', 5)"
spotted,1997,"('spotted', 5)"
4 ft,3070,"('4 ft', 5)"
bin,3031,"('bin', 5)"
taking photo,3052,"('taking photo', 5)"
tables,1615,"('tables', 5)"
doorway,2659,"('doorway', 5)"
cilantro,3041,"('cilantro', 5)"
walgreens,3069,"('walgreens', 5)"
1 on right,314,"('1 on right', 5)"
10:08,3117,"('10:08', 5)"
petting horse,1421,"('petting horse', 4)"
billabong,1467,"('billabong', 4)"
on runway,933,"('on runway', 4)"
t shirt and jeans,2150,"('t shirt and jeans', 4)"
600,2161,"('600', 4)"
lying down,2680,"('lying down', 4)"
1 on left,1723,"('1 on left', 4)"
after,2396,"('after', 4)"
brass,2461,"('brass', 4)"
dog show,2482,"('dog show', 4)"
for photo,2550,"('for photo', 4)"
powdered,2640,"('powdered', 4)"
birthday party,2670,"('birthday party', 4)"
pomeranian,2724,"('pomeranian', 4)"
3:50,2765,"('3:50', 4)"
10:15,2766,"('10:15', 4)"
beijing,2645,"('beijing', 4)"
paddling,2859,"('paddling', 4)"
banana bread,2860,"('banana bread', 4)"
5:18,2871,"('5:18', 4)"
fruit salad,2918,"('fruit salad', 4)"
straight ahead,2867,"('straight ahead', 4)"
dog bed,2992,"('dog bed', 4)"
right hand,2997,"('right hand', 4)"
4 inches,706,"('4 inches', 4)"
ghost,2210,"('ghost', 4)"
daffodil,3067,"('daffodil', 4)"
union station,881,"('union station', 3)"
1 in front,2299,"('1 in front', 3)"
singapore,2553,"('singapore', 3)"
mountainous,2715,"('mountainous', 3)"
right 1,2744,"('right 1', 3)"
black white,2507,"('black white', 3)"
sheets,2802,"('sheets', 3)"
asics,2840,"('asics', 3)"
kite string,2967,"('kite string', 3)"
star alliance,2976,"('star alliance', 3)"
no plate,3022,"('no plate', 3)"
10 inches,2929,"('10 inches', 3)"
citizen,3092,"('citizen', 3)"
tam,3101,"('tam', 3)"
hilly,3106,"('hilly', 3)"
6:35,2932,"('6:35', 3)"
hispanic,3121,"('hispanic', 3)"
5 star,1525,"('5 star', 2)"
virgin atlantic,3072,"('virgin atlantic', 2)"
scenery,1985,"('scenery', 2)"
above door,2835,"('above door', 2)"
middle 1,2898,"('middle 1', 2)"
1 in back,3026,"('1 in back', 2)"
1 4,1990,"('1 4', 1)"
1 world,2360,"('1 world', 1)"
